id,nom,sexe,région,âge,culture
3765,Mamadou Boubacar Fofana,M,Fatick,47,mais
3766,Abdoulaye Thiam,M,Mbour,60,légumes
3767,Bineta Ba,F,Kaolack,48,manioc
3768,Mamadou Kane,M,Dakar,54,igname
3769,Mamadou Balde,M,Kaolack,42,patate douce
3770,Mamadou Ndiaye Sow,M,Diourbel,48,mais
3771,Fatou Fofana,F,Thiès,35,mais
3772,Lamine Sarr,M,Dakar,63,riz
3773,Mamadou Faye Sall,M,Sédhiou,31,patate douce
3774,Ndeye Kouyaté,F,Matam,31,arachide
3775,Ousmane Fofana,M,Kaolack,25,mil
3776,Mamadou Lamine Kouyaté,M,Tambacounda,39,autres
3777,helene Sow,F,Kaolack,63,coton
3778,Ousmane Gueye,M,Saint-Louis,37,mais
3779,Seynabou Bamba,F,Diourbel,30,igname
3780,Aminata Camara,F,Tivaouane,38,autres
3781,Lamine Gassama,M,Matam,50,haricot
3782,Mamadou Lamine Dieng,M,Fatick,44,mil
3783,Abdoulaye Kane,M,Kolda,18,fruits
3784,Mamadou Ndiaye Traoré,M,Ziguinchor,50,sésame
3785,Cheikh Dabo,M,Mbour,18,manioc
3786,Mamadou Sow Senghor,M,Fatick,29,légumes
3787,Maty Bamba,F,Matam,30,manioc
3788,Mamadou Senghor,M,Diourbel,60,patate douce
3789,Maty Toure,F,Thiès,53,riz
3790,Khady Fofana,F,Fatick,52,riz
3791,Lamine Traoré,M,Fatick,41,sésame
3792,Maty Balde,F,Kolda,37,sésame
3793,El Hadji Diakhate,M,Matam,31,mil
3794,Fatou Gassama,F,Kolda,65,autres
3795,Mariama Diagne,F,Tambacounda,19,mil
3796,Ibrahima Diagne,M,Matam,25,fruits
3797,Coumba Fofana,F,Kaolack,19,haricot
3798,Ibrahima Sow,M,Matam,58,fruits
3799,Pape Ba,M,Thiès,30,riz
3800,Pape Ba,M,Kaolack,22,fruits
3801,Aissatou Traoré,F,Matam,50,riz
3802,Mamadou Sarr Toure,M,Fatick,47,riz
3803,Ibrahima Camara,M,Kolda,65,autres
3804,Mamadou Sarr Diallo,M,Kolda,52,riz
3805,Bineta Koulibaly,F,Saint-Louis,64,autres
3806,Mamadou Sow Fall,M,Tivaouane,40,fruits
3807,Ibrahima Dieng,M,Dakar,46,haricot
3808,Mamadou Ndiaye Kouyaté,M,Saint-Louis,22,haricot
3809,Modou Ndoye,M,Matam,50,haricot
3810,Mamadou Ndiaye Faye,M,Tivaouane,54,fruits
3811,Moussa Sarr,M,Tambacounda,53,igname
3812,Aissatou Dabo,F,Saint-Louis,60,coton
3813,Aissatou Camara,F,Kolda,53,fruits
3814,Seynabou Kane,F,Saint-Louis,59,haricot
3815,Abdoulaye Sarr,M,Sédhiou,26,arachide
3816,Mamadou Diop Senghor,M,Kolda,65,mil
3817,Cheikh Diakhate,M,Sédhiou,38,coton
3818,Mamadou Sow Gassama,M,Matam,20,haricot
3819,Aissatou Camara,F,Matam,19,coton
3820,Abdoulaye Diakhate,M,Dakar,61,mil
3821,El Hadji Cissé,M,Fatick,24,légumes
3822,Mamadou Fofana,M,Ziguinchor,31,haricot
3823,Babacar Gassama,M,Louga,42,légumes
3824,Moussa Dieng,M,Tambacounda,49,manioc
3825,Sidy Sall,M,Tivaouane,42,arachide
3826,Maty Diallo,F,Mbour,20,légumes
3827,Mamadou Ndiaye Traoré,M,Kaolack,25,haricot
3828,Mamadou Ndiaye Camara,M,Tivaouane,52,igname
3829,Seynabou Balde,F,Fatick,35,légumes
3830,Mamadou Boubacar Bamba,M,Mbour,43,patate douce
3831,Mariama Diakhate,F,Louga,30,sésame
3832,Ndeye Fall,F,Ziguinchor,32,fruits
3833,Bineta Thiam,F,Kolda,24,igname
3834,Mamadou Lamine Bamba,M,Thiès,35,arachide
3835,Pape Diop,M,Kolda,43,igname
3836,Mamadou Sarr Diallo,M,Sédhiou,27,riz
3837,Pape Diop,M,Dakar,42,riz
3838,Moussa Camara,M,Ziguinchor,30,autres
3839,Mamadou Sarr Gassama,M,Kolda,39,arachide
3840,Pape Camara,M,Kaolack,36,riz
3841,Ndeye Sow,F,Dakar,46,igname
3842,Bineta Kouyaté,F,Matam,64,arachide
3843,Adama Kouyaté,F,Matam,37,riz
3844,Bineta Sarr,F,Kolda,42,fruits
3845,Moussa Dieng,M,Mbour,44,mil
3846,Mamadou Faye Diop,M,Diourbel,42,manioc
3847,Ibrahima Gueye,M,Kaolack,44,patate douce
3848,Mamadou Dieng,M,Louga,26,riz
3849,Seynabou Sall,F,Tivaouane,27,arachide
3850,Lamine Ndoye,M,Sédhiou,25,haricot
3851,Maty Kane,F,Dakar,50,coton
3852,Ousmane Camara,M,Mbour,47,arachide
3853,Seynabou Gueye,F,Tivaouane,49,sésame
3854,Rokhaya Cissé,F,Saint-Louis,36,sésame
3855,Mamadou Sarr Gueye,M,Mbour,43,autres
3856,Moussa Fall,M,Fatick,41,manioc
3857,Mamadou Boubacar Ndoye,M,Saint-Louis,63,mais
3858,Khady Diouf,F,Ziguinchor,37,riz
3859,Aminata Kouyaté,F,Mbour,32,mais
3860,Moussa Sow,M,Sédhiou,54,légumes
3861,Cheikh Ndoye,M,Ziguinchor,18,haricot
3862,Cheikh Dabo,M,Tambacounda,29,légumes
3863,Ousmane Sow,M,Kaolack,44,patate douce
3864,Fatou Thiam,F,Sédhiou,40,mil
3865,Coumba Kane,F,Kaolack,18,mil
3866,Mamadou Boubacar Koulibaly,M,Fatick,53,sésame
3867,Aminata Dieng,F,Tivaouane,63,mil
3868,Aminata Diagne,F,Dakar,24,manioc
3869,Seynabou Traoré,F,Kaolack,30,haricot
3870,Lamine Ndoye,M,Ziguinchor,46,mil
3871,Moussa Koulibaly,M,Tivaouane,52,patate douce
3872,Ndeye Keita,F,Tambacounda,63,haricot
3873,Pape Diakhate,M,Sédhiou,40,fruits
3874,Mamadou Sow Cissé,M,Thiès,34,mais
3875,Babacar Ndiaye,M,Kolda,53,manioc
3876,Ousmane Senghor,M,Tivaouane,18,fruits
3877,Maty Diallo,F,Tambacounda,56,légumes
3878,Mariama Diallo,F,Fatick,51,patate douce
3879,Mamadou Sarr Sow,M,Tambacounda,58,fruits
3880,Maty Kouyaté,F,Mbour,31,autres
3881,helene Diallo,F,Kolda,56,mil
3882,Rokhaya Sall,F,Saint-Louis,40,mil
3883,Sidy Ndoye,M,Diourbel,34,légumes
3884,Abdoulaye Diop,M,Tivaouane,40,légumes
3885,Coumba Faye,F,Tivaouane,47,fruits
3886,Khady Keita,F,Saint-Louis,34,riz
3887,El Hadji Sy,M,Matam,42,riz
3888,Maty Dieng,F,Louga,45,légumes
3889,Maty Barry,F,Mbour,56,manioc
3890,Aminata Koulibaly,F,Kolda,18,haricot
3891,Mamadou Faye Kouyaté,M,Fatick,60,riz
3892,Rokhaya Sow,F,Fatick,28,fruits
3893,Pape Camara,M,Tambacounda,25,autres
3894,Mamadou Lamine Diallo,M,Matam,60,mais
3895,Ndeye Kouyaté,F,Saint-Louis,24,arachide
3896,Khady Diallo,F,Sédhiou,61,manioc
3897,Abdoulaye Faye,M,Mbour,24,sésame
3898,Aissatou Sy,F,Diourbel,56,mil
3899,Babacar Diouf,M,Mbour,47,patate douce
3900,Mariama Toure,F,Matam,30,riz
3901,Mariama Sow,F,Dakar,44,mil
3902,Mamadou Lamine Fall,M,Saint-Louis,61,autres
3903,Ibrahima Thiam,M,Kolda,42,arachide
3904,helene Sow,F,Sédhiou,29,mais
3905,Babacar Toure,M,Mbour,48,arachide
3906,Ibrahima Toure,M,Dakar,50,mil
3907,Ibrahima Gassama,M,Dakar,65,igname
3908,Modou Barry,M,Kaolack,55,mais
3909,Modou Diallo,M,Saint-Louis,60,légumes
3910,Moussa Camara,M,Kaolack,46,sésame
3911,Adama Sy,F,Mbour,45,légumes
3912,helene Diallo,F,Kaolack,18,autres
3913,Fatou Diallo,F,Kolda,48,fruits
3914,Mamadou Lamine Sow,M,Kolda,58,mil
3915,Modou Ndiaye,M,Matam,62,arachide
3916,Seynabou Sow,F,Dakar,32,igname
3917,El Hadji Koulibaly,M,Saint-Louis,42,mil
3918,Mamadou Sarr Gassama,M,Kolda,58,mil
3919,helene Cissé,F,Kolda,21,autres
3920,Ndeye Diop,F,Thiès,58,sésame
3921,Mamadou Sow Senghor,M,Dakar,42,mil
3922,Ndeye Sy,F,Fatick,19,fruits
3923,Rokhaya Dieng,F,Dakar,47,arachide
3924,Adama Kane,F,Saint-Louis,18,manioc
3925,Adama Sow,F,Kaolack,54,haricot
3926,Modou Ndiaye,M,Kolda,23,manioc
3927,Maty Sall,F,Tambacounda,34,légumes
3928,Adama Thiam,F,Kaolack,19,fruits
3929,Maty Fofana,F,Tivaouane,42,sésame
3930,Sidy Sow,M,Mbour,30,mil
3931,Fatou Sall,F,Kolda,38,riz
3932,Abdoulaye Gueye,M,Tambacounda,29,sésame
3933,Maty Diop,F,Kaolack,36,autres
3934,Aminata Diakhate,F,Matam,23,légumes
3935,Cheikh Balde,M,Tivaouane,24,manioc
3936,Mamadou Boubacar Senghor,M,Dakar,26,autres
3937,Aissatou Diakhate,F,Fatick,33,sésame
3938,Mamadou Lamine Sow,M,Tambacounda,27,riz
3939,Maty Ndiaye,F,Tivaouane,49,mil
3940,Mamadou Gassama,M,Kolda,25,fruits
3941,helene Balde,F,Kaolack,60,légumes
3942,Moussa Diallo,M,Tambacounda,21,fruits
3943,Mamadou Dabo,M,Louga,64,igname
3944,Adama Thiam,F,Kaolack,50,mil
3945,Bineta Camara,F,Louga,59,légumes
3946,Khady Dieng,F,Diourbel,59,sésame
3947,Rokhaya Fall,F,Mbour,50,patate douce
3948,Adama Diakhate,F,Kolda,21,coton
3949,Bineta Fofana,F,Matam,61,sésame
3950,Khady Ndiaye,F,Louga,34,haricot
3951,Ndeye Kouyaté,F,Louga,32,arachide
3952,Seynabou Ndiaye,F,Fatick,23,arachide
3953,Ousmane Bamba,M,Mbour,27,mil
3954,Adama Ba,F,Diourbel,41,arachide
3955,Mamadou Diouf,M,Mbour,39,mais
3956,Sidy Sow,M,Mbour,58,haricot
3957,Sidy Diakhate,M,Matam,35,patate douce
3958,Cheikh Sall,M,Kolda,62,mais
3959,Ibrahima Ndiaye,M,Sédhiou,49,fruits
3960,Lamine Camara,M,Saint-Louis,31,manioc
3961,Lamine Camara,M,Fatick,43,igname
3962,Mamadou Ndiaye Diallo,M,Diourbel,64,haricot
3963,Modou Balde,M,Mbour,35,légumes
3964,Khady Dieng,F,Tambacounda,29,igname
3965,Maty Ba,F,Louga,45,arachide
3966,Mamadou Ndiaye Thiam,M,Kaolack,55,mais
3967,Bineta Fofana,F,Thiès,38,autres
3968,Aminata Kane,F,Ziguinchor,19,igname
3969,Bineta Toure,F,Tivaouane,19,autres
3970,helene Fofana,F,Saint-Louis,45,sésame
3971,Lamine Diakhate,M,Matam,56,légumes
3972,Mamadou Diouf,M,Louga,25,autres
3973,Ousmane Diop,M,Matam,47,manioc
3974,Bineta Dabo,F,Sédhiou,36,sésame
3975,Aminata Barry,F,Kolda,20,autres
3976,Mamadou Ndiaye Diop,M,Kolda,51,fruits
3977,Mamadou Diop Diouf,M,Saint-Louis,25,autres
3978,Mamadou Ndiaye Koulibaly,M,Dakar,21,patate douce
3979,Bineta Camara,F,Saint-Louis,35,riz
3980,Mamadou Sarr Thiam,M,Ziguinchor,46,mais
3981,Mamadou Sarr Dabo,M,Tambacounda,54,igname
3982,Seynabou Sall,F,Ziguinchor,40,haricot
3983,Fatou Thiam,F,Sédhiou,21,patate douce
3984,Pape Barry,M,Kolda,59,riz
3985,Mamadou Sow Thiam,M,Tivaouane,64,haricot
3986,Coumba Diallo,F,Ziguinchor,35,coton
3987,Khady Diallo,F,Kaolack,52,arachide
3988,Lamine Sow,M,Mbour,36,manioc
3989,Mamadou Sow Diouf,M,Sédhiou,38,autres
3990,Fatou Ndoye,F,Tivaouane,53,sésame
3991,Pape Sow,M,Sédhiou,60,igname
3992,Pape Koulibaly,M,Dakar,23,fruits
3993,Mariama Camara,F,Tivaouane,21,fruits
3994,Aminata Senghor,F,Tambacounda,18,coton
3995,Mamadou Ndiaye Kane,M,Diourbel,22,haricot
3996,El Hadji Diallo,M,Tambacounda,48,riz
3997,Babacar Koulibaly,M,Kaolack,37,manioc
3998,Mamadou Diop Cissé,M,Saint-Louis,35,manioc
3999,Bineta Dieng,F,Kolda,28,fruits
4000,Mamadou Lamine Faye,M,Dakar,37,manioc
4001,Mamadou Faye Dieng,M,Saint-Louis,50,mais
4002,Abdoulaye Kouyaté,M,Dakar,41,manioc
4003,Ibrahima Faye,M,Diourbel,57,patate douce
4004,Sidy Diagne,M,Mbour,39,légumes
4005,Pape Sow,M,Ziguinchor,65,igname
4006,Adama Ndiaye,F,Mbour,23,mil
4007,Lamine Diouf,M,Thiès,62,mil
4008,Cheikh Koulibaly,M,Fatick,45,autres
4009,Mamadou Boubacar Gassama,M,Tivaouane,27,riz
4010,Ibrahima Ba,M,Fatick,19,manioc
4011,Mamadou Ndiaye Kouyaté,M,Thiès,57,riz
4012,Ndeye Koulibaly,F,Diourbel,31,mil
4013,Adama Fall,F,Diourbel,49,arachide
4014,Babacar Traoré,M,Diourbel,39,coton
4015,Pape Balde,M,Thiès,23,légumes
4016,Ousmane Diakhate,M,Saint-Louis,37,riz
4017,Mamadou Ndiaye Sy,M,Diourbel,40,coton
4018,Babacar Faye,M,Mbour,49,légumes
4019,Mamadou Diop,M,Sédhiou,53,autres
4020,Rokhaya Barry,F,Louga,45,igname
4021,Moussa Ndoye,M,Tambacounda,18,sésame
4022,Mamadou Sow Kouyaté,M,Ziguinchor,35,mais
4023,Mamadou Sow Keita,M,Diourbel,43,sésame
4024,Mariama Dabo,F,Sédhiou,33,haricot
4025,Lamine Keita,M,Tivaouane,45,arachide
4026,Bineta Ndoye,F,Kaolack,39,haricot
4027,Ousmane Sow,M,Tivaouane,25,légumes
4028,Pape Sall,M,Thiès,58,haricot
4029,Mamadou Dabo,M,Kaolack,25,igname
4030,Bineta Gassama,F,Tambacounda,54,fruits
4031,El Hadji Sow,M,Saint-Louis,51,manioc
4032,Maty Sow,F,Dakar,64,riz
4033,Ibrahima Fofana,M,Fatick,62,mil
4034,Maty Senghor,F,Fatick,43,riz
4035,helene Gassama,F,Diourbel,27,coton
4036,Mamadou Ndiaye Diakhate,M,Sédhiou,59,haricot
4037,helene Toure,F,Diourbel,39,igname
4038,Fatou Toure,F,Kolda,30,patate douce
4039,Mamadou Sow Toure,M,Fatick,60,igname
4040,El Hadji Diakhate,M,Thiès,43,autres
4041,Bineta Kane,F,Diourbel,58,riz
4042,Adama Sow,F,Mbour,33,patate douce
4043,Mamadou Lamine Sall,M,Matam,40,haricot
4044,Coumba Ndiaye,F,Kaolack,61,mil
4045,Ibrahima Bamba,M,Matam,48,haricot
4046,Mariama Camara,F,Dakar,38,manioc
4047,Coumba Kane,F,Ziguinchor,26,manioc
4048,helene Bamba,F,Matam,49,coton
4049,Adama Cissé,F,Louga,24,mais
4050,Mamadou Boubacar Diakhate,M,Mbour,41,mais
4051,Maty Koulibaly,F,Tambacounda,54,sésame
4052,Mamadou Sow Kane,M,Matam,33,légumes
4053,Bineta Ba,F,Louga,61,manioc
4054,Seynabou Faye,F,Mbour,40,manioc
4055,Ousmane Camara,M,Dakar,61,coton
4056,Mamadou Ndoye,M,Thiès,42,sésame
4057,Mariama Sall,F,Dakar,40,mais
4058,Aminata Dabo,F,Diourbel,58,légumes
4059,Fatou Diop,F,Thiès,45,sésame
4060,Mamadou Boubacar Kane,M,Ziguinchor,56,fruits
4061,Seynabou Sy,F,Ziguinchor,46,mais
4062,Mamadou Ndiaye Traoré,M,Ziguinchor,54,arachide
4063,Mamadou Boubacar Camara,M,Louga,53,coton
4064,Mamadou Boubacar Kane,M,Matam,63,patate douce
4065,Ousmane Diallo,M,Kaolack,33,coton
4066,Aminata Camara,F,Tambacounda,55,igname
4067,Moussa Ndoye,M,Thiès,47,riz
4068,Ousmane Fall,M,Louga,36,autres
4069,Ibrahima Diop,M,Fatick,37,manioc
4070,Mamadou Senghor,M,Dakar,26,patate douce
4071,Bineta Sall,F,Kolda,55,riz
4072,Rokhaya Diakhate,F,Ziguinchor,45,arachide
4073,Rokhaya Diop,F,Mbour,24,manioc
4074,Mamadou Boubacar Ndiaye,M,Diourbel,59,arachide
4075,Fatou Balde,F,Louga,29,mais
4076,El Hadji Sy,M,Diourbel,46,igname
4077,Coumba Sy,F,Tivaouane,37,igname
4078,Mamadou Ndiaye Sow,M,Mbour,61,autres
4079,Ousmane Fofana,M,Mbour,19,igname
4080,Aminata Bamba,F,Mbour,56,riz
4081,helene Sall,F,Kolda,45,haricot
4082,helene Toure,F,Dakar,57,coton
4083,Ndeye Diouf,F,Matam,46,sésame
4084,Sidy Barry,M,Thiès,57,autres
4085,Mamadou Sow Sy,M,Dakar,64,autres
4086,Lamine Diallo,M,Tambacounda,26,manioc
4087,Ndeye Ndiaye,F,Matam,47,légumes
4088,Aminata Kane,F,Dakar,25,manioc
4089,Maty Senghor,F,Tivaouane,41,coton
4090,Pape Senghor,M,Louga,30,mais
4091,Mamadou Ndiaye Sy,M,Kolda,63,sésame
4092,Mariama Sow,F,Dakar,44,autres
4093,Adama Camara,F,Diourbel,47,mais
4094,Fatou Gueye,F,Dakar,41,arachide
4095,El Hadji Dabo,M,Kaolack,42,manioc
4096,Khady Balde,F,Dakar,63,mil
4097,Rokhaya Sow,F,Louga,38,igname
4098,Mamadou Sarr Kouyaté,M,Tambacounda,24,patate douce
4099,Bineta Diallo,F,Fatick,29,patate douce
4100,Modou Keita,M,Kaolack,26,patate douce
4101,Lamine Diop,M,Tambacounda,21,mais
4102,Adama Fall,F,Matam,46,autres
4103,Cheikh Balde,M,Kolda,25,haricot
4104,Moussa Diouf,M,Diourbel,26,mil
4105,Maty Toure,F,Sédhiou,40,riz
4106,Aissatou Balde,F,Saint-Louis,37,autres
4107,helene Fall,F,Tambacounda,50,sésame
4108,Modou Sy,M,Ziguinchor,48,coton
4109,Sidy Senghor,M,Kaolack,24,haricot
4110,El Hadji Camara,M,Fatick,33,coton
4111,Rokhaya Diop,F,Saint-Louis,48,arachide
4112,Mamadou Faye Diagne,M,Diourbel,46,fruits
4113,Coumba Gueye,F,Tivaouane,63,riz
4114,Ibrahima Camara,M,Dakar,30,manioc
4115,Mariama Dabo,F,Kaolack,34,légumes
4116,Adama Bamba,F,Matam,50,mil
4117,Ibrahima Senghor,M,Tambacounda,63,mais
4118,Mamadou Sarr Gueye,M,Saint-Louis,54,mil
4119,Mamadou Sow Fofana,M,Kaolack,24,autres
4120,Fatou Keita,F,Matam,57,arachide
4121,Ndeye Senghor,F,Fatick,54,coton
4122,Mamadou Faye Barry,M,Kaolack,38,coton
4123,Khady Diallo,F,Tambacounda,27,igname
4124,Mamadou Diop Thiam,M,Louga,34,mais
4125,Abdoulaye Kouyaté,M,Ziguinchor,30,arachide
4126,Moussa Gueye,M,Tambacounda,59,fruits
4127,Aminata Sow,F,Kolda,49,riz
4128,Ousmane Balde,M,Mbour,26,igname
4129,Mamadou Ndiaye Diallo,M,Kaolack,44,mil
4130,Rokhaya Kouyaté,F,Saint-Louis,44,riz
4131,Rokhaya Barry,F,Fatick,36,haricot
4132,Pape Fofana,M,Kolda,51,mais
4133,Fatou Balde,F,Sédhiou,29,riz
4134,Bineta Ba,F,Dakar,35,igname
4135,Ousmane Kane,M,Ziguinchor,56,légumes
4136,Modou Diakhate,M,Matam,65,autres
4137,Lamine Balde,M,Kolda,32,haricot
4138,Ndeye Cissé,F,Mbour,44,fruits
4139,Mamadou Diop Thiam,M,Kaolack,61,patate douce
4140,Fatou Barry,F,Dakar,37,coton
4141,Mamadou Sow Balde,M,Thiès,47,mil
4142,Ousmane Kane,M,Sédhiou,31,coton
4143,Mamadou Ndiaye Keita,M,Sédhiou,61,mil
4144,Mamadou Sarr Barry,M,Fatick,27,haricot
4145,Sidy Diallo,M,Kaolack,59,haricot
4146,Mamadou Diop Diouf,M,Matam,32,mais
4147,Cheikh Sall,M,Saint-Louis,63,mil
4148,Lamine Ndiaye,M,Sédhiou,51,légumes
4149,Seynabou Dabo,F,Tambacounda,51,arachide
4150,Mamadou Diop Koulibaly,M,Kolda,43,coton
4151,Aissatou Keita,F,Ziguinchor,55,autres
4152,Lamine Camara,M,Dakar,41,coton
4153,Mamadou Faye Camara,M,Kaolack,45,patate douce
4154,Sidy Gassama,M,Saint-Louis,28,igname
4155,Mamadou Sow Bamba,M,Dakar,64,mais
4156,Khady Thiam,F,Sédhiou,30,arachide
4157,Ndeye Toure,F,Kaolack,39,igname
4158,helene Dieng,F,Ziguinchor,31,patate douce
4159,Mamadou Diop Diallo,M,Sédhiou,28,arachide
4160,Adama Cissé,F,Diourbel,55,riz
4161,Mamadou Sarr Cissé,M,Saint-Louis,29,autres
4162,Moussa Kouyaté,M,Thiès,42,arachide
4163,Abdoulaye Koulibaly,M,Diourbel,48,autres
4164,Sidy Faye,M,Kaolack,48,coton
4165,Aissatou Diallo,F,Saint-Louis,30,coton
4166,Ousmane Thiam,M,Louga,63,coton
4167,Fatou Camara,F,Fatick,62,coton
4168,Mamadou Ndiaye Diop,M,Mbour,55,patate douce
4169,Babacar Toure,M,Tivaouane,33,coton
4170,Aissatou Diouf,F,Kolda,21,igname
4171,Mamadou Boubacar Camara,M,Kolda,56,haricot
4172,Ndeye Diouf,F,Dakar,33,haricot
4173,Ndeye Diagne,F,Thiès,43,autres
4174,Abdoulaye Faye,M,Tambacounda,57,manioc
4175,Bineta Fall,F,Tambacounda,21,riz
4176,Adama Thiam,F,Tivaouane,21,manioc
4177,Ndeye Fofana,F,Sédhiou,25,igname
4178,El Hadji Camara,M,Kaolack,44,légumes
4179,Mamadou Lamine Diakhate,M,Fatick,28,patate douce
4180,Mamadou Faye Dieng,M,Fatick,59,autres
4181,Mamadou Diop Ndoye,M,Kaolack,54,manioc
4182,Babacar Kane,M,Fatick,26,manioc
4183,Bineta Fofana,F,Tivaouane,63,patate douce
4184,Mamadou Lamine Sarr,M,Fatick,25,patate douce
4185,Rokhaya Sow,F,Dakar,49,manioc
4186,Maty Traoré,F,Sédhiou,21,patate douce
4187,Ousmane Toure,M,Diourbel,20,haricot
4188,Bineta Thiam,F,Tivaouane,53,arachide
4189,Mamadou Ndiaye Diouf,M,Dakar,48,fruits
4190,Mamadou Boubacar Thiam,M,Louga,38,mais
4191,Aminata Kouyaté,F,Mbour,42,coton
4192,Ousmane Barry,M,Kaolack,61,haricot
4193,Aminata Camara,F,Fatick,42,patate douce
4194,Sidy Ba,M,Sédhiou,36,mil
4195,Rokhaya Kouyaté,F,Kolda,23,mais
4196,Ibrahima Faye,M,Thiès,62,riz
4197,El Hadji Ndoye,M,Kolda,34,coton
4198,Mariama Keita,F,Kolda,43,mil
4199,Mamadou Diop Traoré,M,Kaolack,31,légumes
4200,Maty Ndiaye,F,Tivaouane,23,manioc
4201,Ousmane Dieng,M,Saint-Louis,55,riz
4202,Khady Camara,F,Kolda,58,sésame
4203,Adama Fofana,F,Fatick,49,fruits
4204,Cheikh Keita,M,Dakar,35,légumes
4205,Mamadou Sarr Diakhate,M,Dakar,61,sésame
4206,Khady Diop,F,Louga,63,mil
4207,Rokhaya Ba,F,Sédhiou,19,sésame
4208,Abdoulaye Sy,M,Tambacounda,49,autres
4209,Moussa Koulibaly,M,Ziguinchor,36,coton
4210,Mamadou Ndiaye Diallo,M,Tivaouane,38,mil
4211,Coumba Toure,F,Ziguinchor,60,autres
4212,Ndeye Fofana,F,Fatick,22,haricot
4213,Mamadou Ndiaye Balde,M,Kaolack,55,mais
4214,Khady Sarr,F,Kaolack,38,légumes
4215,Bineta Toure,F,Sédhiou,39,riz
4216,Sidy Ndiaye,M,Kolda,41,manioc
4217,Rokhaya Gueye,F,Sédhiou,57,sésame
4218,Babacar Keita,M,Dakar,40,sésame
4219,Cheikh Diakhate,M,Kolda,53,coton
4220,Moussa Balde,M,Tambacounda,65,patate douce
4221,Aissatou Sarr,F,Ziguinchor,54,patate douce
4222,Maty Sow,F,Tambacounda,31,mais
4223,Sidy Balde,M,Diourbel,41,coton
4224,Ndeye Diakhate,F,Diourbel,33,igname
4225,Maty Sarr,F,Ziguinchor,42,mil
4226,Aminata Sow,F,Kaolack,62,mil
4227,Bineta Barry,F,Mbour,42,autres
4228,Aissatou Sall,F,Saint-Louis,33,igname
4229,Moussa Sall,M,Dakar,36,igname
4230,El Hadji Ba,M,Mbour,63,patate douce
4231,Moussa Diakhate,M,Saint-Louis,57,coton
4232,Rokhaya Fofana,F,Tambacounda,37,autres
4233,Mamadou Sow Sall,M,Tambacounda,28,arachide
4234,Khady Keita,F,Dakar,30,autres
4235,Ndeye Diallo,F,Mbour,25,autres
4236,Mamadou Ndoye,M,Louga,40,fruits
4237,Seynabou Gueye,F,Kaolack,36,mais
4238,Maty Gassama,F,Louga,19,coton
4239,helene Diouf,F,Matam,41,manioc
4240,Mamadou Boubacar Toure,M,Tambacounda,24,coton
4241,Khady Kouyaté,F,Dakar,51,haricot
4242,Khady Fofana,F,Sédhiou,53,arachide
4243,Modou Ndoye,M,Kaolack,53,sésame
4244,Coumba Diagne,F,Kaolack,18,mais
4245,Khady Sarr,F,Sédhiou,36,sésame
4246,El Hadji Ndiaye,M,Kolda,60,mil
4247,Mamadou Ndiaye Diallo,M,Kaolack,56,patate douce
4248,Ibrahima Diouf,M,Matam,40,patate douce
4249,Mamadou Sow Fofana,M,Thiès,26,patate douce
4250,Aminata Diop,F,Mbour,62,igname
4251,Mamadou Ndiaye Toure,M,Diourbel,32,mil
4252,Seynabou Sow,F,Fatick,54,autres
4253,Babacar Barry,M,Kaolack,56,riz
4254,Mamadou Lamine Cissé,M,Kaolack,20,mais
4255,Pape Dabo,M,Fatick,46,igname
4256,Bineta Keita,F,Saint-Louis,59,coton
4257,helene Bamba,F,Tambacounda,28,fruits
4258,Moussa Sall,M,Ziguinchor,49,mil
4259,Mamadou Faye Gueye,M,Sédhiou,37,fruits
4260,Mamadou Boubacar Fall,M,Matam,22,mil
4261,Aminata Sarr,F,Fatick,19,mil
4262,Mamadou Ndiaye Ba,M,Kolda,44,patate douce
4263,El Hadji Kouyaté,M,Tivaouane,50,mil
4264,Lamine Fall,M,Kolda,63,patate douce
4265,Pape Toure,M,Kolda,50,coton
4266,Coumba Gueye,F,Tambacounda,63,mil
4267,Mamadou Ndiaye Ndoye,M,Saint-Louis,31,sésame
4268,Mamadou Ndiaye Kane,M,Mbour,62,riz
4269,Maty Faye,F,Matam,39,arachide
4270,Babacar Diop,M,Kaolack,23,sésame
4271,Mariama Dabo,F,Tambacounda,30,arachide
4272,Fatou Camara,F,Fatick,19,haricot
4273,El Hadji Bamba,M,Tambacounda,23,sésame
4274,Adama Sall,F,Tambacounda,51,manioc
4275,Bineta Ndoye,F,Fatick,43,autres
4276,Mamadou Lamine Fofana,M,Tambacounda,39,arachide
4277,Maty Sy,F,Louga,65,manioc
4278,Seynabou Dabo,F,Sédhiou,62,patate douce
4279,Adama Dabo,F,Dakar,38,igname
4280,Ndeye Sow,F,Mbour,25,igname
4281,Rokhaya Diop,F,Thiès,47,fruits
4282,Khady Sow,F,Saint-Louis,44,sésame
4283,Lamine Camara,M,Kolda,55,patate douce
4284,Seynabou Camara,F,Louga,21,mil
4285,Adama Camara,F,Fatick,52,fruits
4286,Mamadou Ndiaye Sow,M,Ziguinchor,58,igname
4287,Aissatou Kouyaté,F,Kolda,61,riz
4288,Mamadou Sow Faye,M,Saint-Louis,20,manioc
4289,Coumba Gassama,F,Louga,35,coton
4290,Mamadou Kane,M,Kolda,51,légumes
4291,Bineta Traoré,F,Tivaouane,40,haricot
